,id,name,abrev,color,alt_color,mascot,logos
877,1000509,10th District A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
878,1000571,111th Ambulance,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
879,1000449,11th Cavalry,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
880,1000727,1st Infantry,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
881,1000557,1st Texas Artillery,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
882,1000726,20th Infantry,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
883,1000770,260th Coast Artillery,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
884,1000399,26th Infantry,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
885,1000633,2nd Developmemt Regiment,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
886,1000566,2nd Texas 132nd Infantry,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
887,1000562,362nd Infantry,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
888,1000677,3rd Army Corps,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
889,1000549,47th Infantry,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
890,1000600,48th Infantry,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
891,1000551,7th Infantry,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
892,1000668,9th Amry Corps,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
0,2000,Abilene Christian,ACU,#4e2683,#ebebeb,Wildcats,http://a.espncdn.com/i/teamlogos/ncaa/500/2000.png
893,1000817,Abilene Field,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
894,1000093,Active Football Club,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
895,1000379,Actual Business College,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1,2001,Adams State,ADST,#000000,,Grizzlies,http://a.espncdn.com/i/teamlogos/ncaa/500/2001.png
896,1000173,Adelbert,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
897,1000872,Adelphi,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
2,2003,Adrian,ADR,#000000,,Bulldogs,http://a.espncdn.com/i/teamlogos/ncaa/500/2003.png
3,2005,Air Force,AFA,#004a7b,#ffffff,Falcons,http://a.espncdn.com/i/teamlogos/ncaa/500/2005.png
4,2006,Akron,AKR,#00285e,#84754e,Zips,http://a.espncdn.com/i/teamlogos/ncaa/500/2006.png
5,333,Alabama,ALA,#690014,#f1f2f3,Crimson Tide,http://a.espncdn.com/i/teamlogos/ncaa/500/333.png
6,2010,Alabama A&M,AAMU,#790000,#ffffff,Bulldogs,http://a.espncdn.com/i/teamlogos/ncaa/500/2010.png
898,1000654,Alabama Medical,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
899,1000481,Alabama Presbyterian,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
900,1000473,Alabama Southern,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
7,2011,Alabama State,ALST,#e9a900,#0a0a0a,Hornets,http://a.espncdn.com/i/teamlogos/ncaa/500/2011.png
901,1000008,Alameda Coast Guard,,#FFFFFF,,Sea Lions,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
902,1000869,Alameda NAS,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
8,399,Albany,ALBY,#3D2777,#ffffff,Great Danes,http://a.espncdn.com/i/teamlogos/ncaa/500/399.png
9,1001006,Albany State,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
10,2013,Albany State GA,ALB,#000000,,Golden Rams,http://a.espncdn.com/i/teamlogos/ncaa/500/2013.png
903,1000672,Albertson,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
11,2790,Albion,ALBI,#000000,,Britons,http://a.espncdn.com/i/teamlogos/ncaa/500/2790.png
12,2015,Albright,ALB,#000000,,Lions,http://a.espncdn.com/i/teamlogos/ncaa/500/2015.png
904,1000782,Albuquerque Field,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
13,2016,Alcorn State,ALCN,#4b0058,#46166a,Braves,http://a.espncdn.com/i/teamlogos/ncaa/500/2016.png
14,2017,Alderson-Broaddus,ABC,#FFFFFF,,Battlers,http://a.espncdn.com/i/teamlogos/ncaa/500/2017.png
15,365,Alfred,ALF,#000000,,Saxons,http://a.espncdn.com/i/teamlogos/ncaa/500/365.png
16,3162,Alfred State College,ASC,#000000,,Pioneers,http://a.espncdn.com/i/teamlogos/ncaa/500/3162.png
17,2018,Allegheny,ALL,#000000,,Golden Gators,http://a.espncdn.com/i/teamlogos/ncaa/500/2018.png
18,2019,Allen,ALN,#FFFFFF,,Yellow Jackets,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
905,1000874,Alliance,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
906,1000512,Alma,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
19,2800,Alma College,ALM,#000000,,Scots,http://a.espncdn.com/i/teamlogos/ncaa/500/2800.png
907,1000409,Altoona A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
20,111674,Alvernia University,ALV,#FFFFFF,,Golden Wolves,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
908,1000915,Alverno College,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
909,1000009,Amarillo Field,,#FFFFFF,,Sky Giants,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
21,3193,American,AMER,#000000,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
910,1000386,American,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
22,2022,American International,AIC,#000000,,Yellow Jackets,http://a.espncdn.com/i/teamlogos/ncaa/500/2022.png
911,1000684,American Legion,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
912,1000303,American Medical,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
913,1000257,American Osteopath,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
23,7,Amherst College,AMH,#000000,,Mammoths,http://a.espncdn.com/i/teamlogos/ncaa/500/7.png
914,1000179,Amherst YMCA,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
915,1000723,Anaconda Anodes,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
916,1000469,Anderson,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
24,2023,Anderson IN,AND,#000000,,Ravens,http://a.espncdn.com/i/teamlogos/ncaa/500/2023.png
917,1000089,Andover,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
25,2025,Angelo State,ANG,#000000,,Rams,http://a.espncdn.com/i/teamlogos/ncaa/500/2025.png
26,15,Anna Maria College,ANN,#000000,,Amcats,http://a.espncdn.com/i/teamlogos/ncaa/500/15.png
27,2026,Appalachian State,APP,#000000,#ffcd00,Mountaineers,http://a.espncdn.com/i/teamlogos/ncaa/500/2026.png
28,3111,Apprentice School,APP,#000000,,Builders,http://a.espncdn.com/i/teamlogos/ncaa/500/3111.png
29,12,Arizona,ARIZ,#002449,#00205b,Wildcats,http://a.espncdn.com/i/teamlogos/ncaa/500/12.png
918,1000740,Arizona All-Stars,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
30,108358,Arizona Christian,AZCR,#FFFFFF,,Firestorm,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
31,9,Arizona State,ASU,#942139,#f1f2f3,Sun Devils,http://a.espncdn.com/i/teamlogos/ncaa/500/9.png
32,8,Arkansas,ARK,#9c1831,#000000,Razorbacks,http://a.espncdn.com/i/teamlogos/ncaa/500/8.png
33,124386,Arkansas Baptist,ARKB,#FFFFFF,,Buffaloes,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
36,2032,Arkansas State,ARST,#e81018,#000000,Red Wolves,http://a.espncdn.com/i/teamlogos/ncaa/500/2032.png
37,2033,Arkansas Tech,ARK,#000000,,Wonder Boys,http://a.espncdn.com/i/teamlogos/ncaa/500/2033.png
34,2028,Arkansas-Monticello,ARK,#000000,,Weevils,http://a.espncdn.com/i/teamlogos/ncaa/500/2028.png
35,2029,Arkansas-Pine Bluff,UAPB,#e0aa0f,#eaaa00,Golden Lions,http://a.espncdn.com/i/teamlogos/ncaa/500/2029.png
919,1000142,Armour,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
38,349,Army,ARMY,#ce9c00,#231f20,Black Knights,http://a.espncdn.com/i/teamlogos/ncaa/500/349.png
920,1000552,Army Ambulance Corps,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
39,308,Ashland,ASH,#000000,,Eagles,http://a.espncdn.com/i/teamlogos/ncaa/500/308.png
40,2038,Assumption,ASP,#000000,,Greyhounds,http://a.espncdn.com/i/teamlogos/ncaa/500/2038.png
921,1000446,Athens,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
922,1000273,Athens A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
923,1000675,Atlantic Christian,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
924,1000838,Atlantic City NAS,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
41,2,Auburn,AUB,#03244d,#f1f2f3,Tigers,http://a.espncdn.com/i/teamlogos/ncaa/500/2.png
42,124,Augsburg,AUG,#000000,,Auggies,http://a.espncdn.com/i/teamlogos/ncaa/500/124.png
925,1000362,Augusta Military Academy,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
43,1000999,Augustana,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
44,2042,Augustana IL,AUG,#000000,,Vikings,http://a.espncdn.com/i/teamlogos/ncaa/500/2042.png
45,2043,Augustana SD,AUG,#000000,,Vikings,http://a.espncdn.com/i/teamlogos/ncaa/500/2043.png
926,1000347,Augustana South Dakota,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
46,2044,Aurora,AUR,#000000,,Spartans,http://a.espncdn.com/i/teamlogos/ncaa/500/2044.png
47,1001004,Aurora University,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
927,1000387,Austin,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
48,2045,Austin College,AUS,#000000,,Kangaroos,http://a.espncdn.com/i/teamlogos/ncaa/500/2045.png
928,1000212,Austin High,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
49,2046,Austin Peay,PEAY,#8e0b0b,,Governors,http://a.espncdn.com/i/teamlogos/ncaa/500/2046.png
929,1000906,Australia,Australia,#FFFFFF,,Australia,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
50,3178,Ave Maria,AMU,#000000,,Gyrenes,http://a.espncdn.com/i/teamlogos/ncaa/500/3178.png
51,2047,Averett,AVE,#000000,,Cougars,http://a.espncdn.com/i/teamlogos/ncaa/500/2047.png
52,2048,Avila College,AVC,#000000,,Eagles,http://a.espncdn.com/i/teamlogos/ncaa/500/2048.png
53,2049,Azusa Pacific,AZU,#000000,,Cougars,http://a.espncdn.com/i/teamlogos/ncaa/500/2049.png
107,252,BYU,BYU,#001E4C,#ffffff,Cougars,http://a.espncdn.com/i/teamlogos/ncaa/500/252.png
54,487,Bacone College,BKN,#FFFFFF,,Warriors,http://a.espncdn.com/i/teamlogos/ncaa/500/487.png
930,1000547,Bailey Military,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
931,1000808,Bainbridge NTS,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
932,1000131,Baker,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
55,488,Baker University,BAK,#000000,,Wildcats,http://a.espncdn.com/i/teamlogos/ncaa/500/488.png
933,1000637,Balboa NTS,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
56,188,Baldwin-Wallace,BAL,#000000,,Yellow Jackets,http://a.espncdn.com/i/teamlogos/ncaa/500/188.png
57,2050,Ball State,BALL,#DA0000,#ffffff,Cardinals,http://a.espncdn.com/i/teamlogos/ncaa/500/2050.png
934,1000544,Ballard Meteors,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
935,1000431,Baltimore,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
936,1000180,Baltimore A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
937,1000140,Bankers A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
938,1000845,Barksdale Field,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
939,1000442,Barnes Medical,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
940,1000597,Barron Field,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
58,122666,Barton College,BAR,#FFFFFF,,Bulldogs,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
59,121,Bates College,BAT,#000000,,Bobcats,http://a.espncdn.com/i/teamlogos/ncaa/500/121.png
60,239,Baylor,BAY,#004834,#ffb81c,Bears,http://a.espncdn.com/i/teamlogos/ncaa/500/239.png
941,1000825,Beaumont Hospital,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
61,479,Becker College,BEC,#000000,,Hawks,http://a.espncdn.com/i/teamlogos/ncaa/500/479.png
942,2056,Belhaven College,BEL,#000000,,Blazers,http://a.espncdn.com/i/teamlogos/ncaa/500/2056.png
943,1000408,Bellefonte Academy,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
944,1000336,Bellevue,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
945,1000596,Belmont A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
62,266,Beloit College,BEL,#000000,,Buccaneers,http://a.espncdn.com/i/teamlogos/ncaa/500/266.png
946,1000314,Beloit High,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
63,132,Bemidji State,BEM,#000000,,Beavers,http://a.espncdn.com/i/teamlogos/ncaa/500/132.png
947,2059,Benedict,BEN,#000000,,Tigers,http://a.espncdn.com/i/teamlogos/ncaa/500/2059.png
64,490,Benedict College,BBG,#FFFFFF,,Tigers,http://a.espncdn.com/i/teamlogos/ncaa/500/490.png
65,16111,Benedictine College,BEN,#FFFFFF,,Bndctne Col,http://a.espncdn.com/i/teamlogos/ncaa/500/16111.png
66,2283,Benedictine IL,BEN,#000000,,Eagles,http://a.espncdn.com/i/teamlogos/ncaa/500/2283.png
948,1000192,Bennett Medical,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
67,2060,Bentley,BENT,#000000,,Falcons,http://a.espncdn.com/i/teamlogos/ncaa/500/2060.png
949,1000857,Berg Field,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
950,1000849,Bergstrom Field,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
951,1000112,Berkeley A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
68,2757,Berry College,BER,#FFFFFF,,Vikings,http://a.espncdn.com/i/teamlogos/ncaa/500/2757.png
69,121695,Bethany Co,,#FFFFFF,,Bethany Co,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
70,492,Bethany KS,BET,#000000,,Swedes,http://a.espncdn.com/i/teamlogos/ncaa/500/492.png
71,2062,Bethany WV,BET,#000000,,Bison,http://a.espncdn.com/i/teamlogos/ncaa/500/2062.png
952,1000495,Bethel,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
72,121754,Bethel Col,,#FFFFFF,,Bethel Col,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
73,2802,Bethel MN,BET,#000000,,Royals,http://a.espncdn.com/i/teamlogos/ncaa/500/2802.png
74,2064,Bethel TN,BET,#000000,,Wildcats,http://a.espncdn.com/i/teamlogos/ncaa/500/2064.png
75,2065,Bethune-Cookman,BCU,#7b1831,#e9aa12,Wildcats,http://a.espncdn.com/i/teamlogos/ncaa/500/2065.png
953,1000288,Bingham,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
954,1000440,Birmingham,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
955,1000291,Birmingham High,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
76,3,Birmingham-Southern,BIR,#000000,,Panthers,http://a.espncdn.com/i/teamlogos/ncaa/500/3.png
956,1000893,Bishop,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
78,2069,Black Hills State,BLA,#000000,,Yellow Jackets,http://a.espncdn.com/i/teamlogos/ncaa/500/2069.png
77,2070,Blackburn,BLA,#000000,,Beavers,http://a.espncdn.com/i/teamlogos/ncaa/500/2070.png
957,1000771,Blackland Field,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
82,1000959,Blinn College,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
81,1000949,Blinn College,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
80,1000961,Blinn College,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
79,1000962,Blinn College,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
83,2071,Bloomsburg,BLO,#000000,,Huskies,http://a.espncdn.com/i/teamlogos/ncaa/500/2071.png
958,1000468,Blountsville Agricultural,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
84,124180,Bluefield,,#FFFFFF,,Bluefields,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
85,495,Bluefield College,BLU,#FFFFFF,,Rams,http://a.espncdn.com/i/teamlogos/ncaa/500/495.png
86,2074,Bluffton,BLU,#000000,,Beavers,http://a.espncdn.com/i/teamlogos/ncaa/500/2074.png
959,1000856,Bogue Field,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
87,68,Boise State,BSU,#09347A,#d8d9da,Broncos,http://a.espncdn.com/i/teamlogos/ncaa/500/68.png
960,1000882,Bolling Field,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
961,1000101,Boston A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
88,103,Boston College,BC,#88001a,#a39161,Eagles,http://a.espncdn.com/i/teamlogos/ncaa/500/103.png
962,1000119,Boston English High,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
963,1000117,Boston Latin High,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
964,1000010,Boston University,,#FFFFFF,,Terriers,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
965,1000280,Boulder High,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
89,340,Bowdoin,BOW,#000000,,Polar Bears,http://a.espncdn.com/i/teamlogos/ncaa/500/340.png
966,2075,Bowie State,BOW,#000000,,Bulldogs,http://a.espncdn.com/i/teamlogos/ncaa/500/2075.png
90,189,Bowling Green,BGSU,#FE5000,#4F2C1D,Falcons,http://a.espncdn.com/i/teamlogos/ncaa/500/189.png
967,1000213,Bradford National Guard,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
968,1000011,Bradley,,#FFFFFF,,Braves,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
969,1000881,Brandeis,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
970,1000401,Brayton,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
971,1000546,Bremerton Navy,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
91,2913,Brevard College,BRE,#000000,,Tornados,http://a.espncdn.com/i/teamlogos/ncaa/500/2913.png
972,1000748,Bridgewater,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
92,18,Bridgewater State,BGW,#000000,,Bears,http://a.espncdn.com/i/teamlogos/ncaa/500/18.png
93,2079,Bridgewater VA,BRD,#000000,,Eagles,http://a.espncdn.com/i/teamlogos/ncaa/500/2079.png
94,2080,Brit Columbia,BBM,#000000,,Thunderbirds,http://a.espncdn.com/i/teamlogos/ncaa/500/2080.png
973,1000072,Britannia,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
974,1000078,British Club of New York,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
975,1000929,Broaddus College,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
95,2781,Brockport State NY,BRO,#000000,,Golden Eagles,http://a.espncdn.com/i/teamlogos/ncaa/500/2781.png
976,1000842,Brooklyn,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
977,1000080,Brooklyn Polytechnic Institute,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
978,1000814,Brooklyn Tigers NFL,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
96,225,Brown,BRWN,#411e09,#949300,Bears,http://a.espncdn.com/i/teamlogos/ncaa/500/225.png
979,1000795,Bryan Field,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
97,2803,Bryant,BRY,#000000,#9f8343,Bulldogs,http://a.espncdn.com/i/teamlogos/ncaa/500/2803.png
980,1000662,Bryson,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
98,2083,Bucknell,BUCK,#000060,#00316e,Bison,http://a.espncdn.com/i/teamlogos/ncaa/500/2083.png
981,1000378,Buckner Business College,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
99,63,Buena Vista,BUE,#000000,,Beavers,http://a.espncdn.com/i/teamlogos/ncaa/500/63.png
100,2084,Buffalo,BUFF,#041A9B,#ebebeb,Bulls,http://a.espncdn.com/i/teamlogos/ncaa/500/2084.png
101,2085,Buffalo State,BUF,#000000,,Bengals,http://a.espncdn.com/i/teamlogos/ncaa/500/2085.png
982,1000840,Bunker Hill Navy,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
983,1000640,Burleson,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
984,1000271,Burlingame A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
102,2086,Butler,BUT,#0d1361,#00a3e0,Bulldogs,http://a.espncdn.com/i/teamlogos/ncaa/500/2086.png
103,1000948,Butler C.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
104,1000939,Butler C.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
105,1000947,Butler C.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
106,1000965,Butler County KS,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
985,1000394,Butler YMCA,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
986,1000162,Butte A.C.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
1089,1000148,C.M.T.S.,,#FFFFFF,,,https://github.com/klunn91/team-logos/blob/master/NCAA/_NCAA_logo.png?raw=true
